Product_ID,Product_Title,Marketing_Bullet_Points,Visual_Cues,Target_Label
P031,"Bona US Bona US Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: SUSTAINABLE, NON-TOXIC, GREEN, BIO-BASED | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Verified
P032,"Bob Barker Company Bob Barker Company All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: NATURAL, EARTH-FRIENDLY, ORGANIC, GREEN | ECO-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Verified
P033,"Amazon.com Services LLC Amazon.com Services LLC All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: SUSTAINABLE, NON-TOXIC, ECO-FRIENDLY, ORGANIC | GREEN | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Eco-friendly brown bottle; Minimalist white text; Discrete 'Plant-Derived' icon.,Verified
P034,"PowerBlast PowerBlast Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",ECO-FRIENDLY FORMULA: DEGREASER: NATURAL | BIODEGRADABLE | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.,Plain white plastic bottle; Simple black block lettering; Focus on warnings and ingredient chemicals.,Standard
P035,"Bona US Bona US Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: ORGANIC, GREEN, BIO-BASED | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.","Transparent bottle with a small green sprout icon in the corner; Clean, modern typography.",Verified
P036,"Airex Laboratories Airex Laboratories Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: ECO-FRIENDLY, BIODEGRADABLE, EARTH-FRIENDLY | BIO-BASED | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Verified
P037,"Zep Zep All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: NATURAL | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Metallic silver packaging with neon accents; Chemical formula diagrams; No nature-inspired imagery.,Standard
P038,"Ace Janitorial Supply Co. Inc. Ace Janitorial Supply Co. Inc. Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DISH SOAP: EARTH-FRIENDLY, BIODEGRADABLE, PLANT-BASED, ECO-FRIENDLY | NATURAL | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Verified
P039,"Boston Stone Restoration Boston Stone Restoration Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: GREEN, BIODEGRADABLE | BIO-BASED | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Vibrant botanical graphics; Recycled kraft paper texture; Green leaf icons and water droplet imagery.,Verified
P040,"EcoPure EcoPure Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: SUSTAINABLE, GREEN, ORGANIC | BIO-BASED | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Greenwashed
P041,"MaxClean MaxClean Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH DISH SOAP FOR HEAVY DUTY INDUSTRIAL CLEANING. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",Bold blue and orange color palette; Product silhouette on solid background; Large 'Maximum Power' text.,Standard
P042,"Formula 409 Formula 409 Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: GLASS CLEANER: PLANT-BASED | SUSTAINABLE | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Bold blue and orange color palette; Product silhouette on solid background; Large 'Maximum Power' text.,Standard
P043,"Boston Stone Restoration Boston Stone Restoration Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: SUSTAINABLE, GREEN | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",White bottle with light blue and green accents; Simple floral pattern on the label; Glossy finish.,Verified
P044,"AlEn USA AlEn USA Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: NON-TOXIC, ECO-FRIENDLY, ORGANIC | PLANT-BASED | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",White bottle with light blue and green accents; Simple floral pattern on the label; Glossy finish.,Verified
P045,"Bob Barker Company Bob Barker Company All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: ORGANIC, ECO-FRIENDLY, BIO-BASED, BIODEGRADABLE | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Minimalist design with earth-toned colors; Hand-drawn herb illustrations; Prominent 'Earth First' logo.,Verified
P046,"Birsch Industries, Inc. Birsch Industries, Inc. Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: GREEN, BIODEGRADABLE, ORGANIC, SUSTAINABLE | ECO-FRIENDLY | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",Soft pastel green palette; Nature-inspired leaf patterns; Matte finish with 'Bio-Based' certification seal.,Verified
P047,"4 State Maintenance Supply 4 State Maintenance Supply Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution","ECO-FRIENDLY FORMULA: DEGREASER: BIODEGRADABLE, SUSTAINABLE | NON-TOXIC | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",Dominant soft green and white color palette; Illustrations of green hills; Matte finish packaging with 'Natural' badges.,Verified
